asset_id,asset_type,department,block_section_id,station_code,km,criticality_class,install_date,last_overhaul_date,cumulative_tonnage_gmt,failure_count_12m
SL-BBQPER-04,sleeper,ENG,BBQ-PER-UP_SUB,,2.90,B,2003-08-16,2018-04-30,859.0,1
TC-BBQPER-04,track_circuit,SNT,BBQ-PER-UP_SUB,,4.85,A,2020-08-21,,177.6,0
OHE-BBQTNP-01,OHE_span,TRD,BBQ-TNP-DN,,3.39,B,2004-01-09,2022-12-28,,1
OHE-BBQTNP-02,OHE_span,TRD,BBQ-TNP-DN,,2.48,C,1995-03-15,2018-12-05,,0
AC-BBQTNP-01,axle_counter,SNT,BBQ-TNP-DN,,2.12,B,2021-12-18,,598.1,0
BL-BBQTNP-01,ballast,ENG,BBQ-TNP-DN,,2.12,C,2025-07-28,,478.5,0
CW-BBQTNP-01,contact_wire,TRD,BBQ-TNP-DN,,2.94,B,2023-07-06,,,0
INS-BBQTNP-01,insulator,TRD,BBQ-TNP-DN,,4.41,B,2024-04-13,,,0
MST-BBQTNP-01,mast,TRD,BBQ-TNP-DN,,2.43,B,2007-01-13,,,0
RL-BBQTNP-01,rail,ENG,BBQ-TNP-DN,,3.08,B,2005-02-09,2014-07-13,519.6,0
RL-BBQTNP-02,rail,ENG,BBQ-TNP-DN,,3.73,B,2009-07-30,2021-01-24,1498.7,2
SG-BBQTNP-01,signal,SNT,BBQ-TNP-DN,,2.55,B,2018-02-06,,,0
SL-BBQTNP-01,sleeper,ENG,BBQ-TNP-DN,,2.12,B,2009-08-13,2024-04-20,714.7,0
TC-BBQTNP-01,track_circuit,SNT,BBQ-TNP-DN,,2.99,C,2018-02-14,2025-01-17,403.2,1
OHE-BBQTNP-03,OHE_span,TRD,BBQ-TNP-UP,,4.20,C,1996-07-18,2019-02-13,,1
OHE-BBQTNP-04,OHE_span,TRD,BBQ-TNP-UP,,3.48,C,1995-06-18,2025-04-09,,1
AC-BBQTNP-02,axle_counter,SNT,BBQ-TNP-UP,,2.37,C,2023-04-15,,476.1,0
BL-BBQTNP-02,ballast,ENG,BBQ-TNP-UP,,3.39,C,2016-09-06,2023-07-19,735.5,3
CW-BBQTNP-02,contact_wire,TRD,BBQ-TNP-UP,,2.46,B,2004-11-07,2024-04-12,,1
INS-BBQTNP-02,insulator,TRD,BBQ-TNP-UP,,3.52,C,2019-09-16,,,0
MST-BBQTNP-02,mast,TRD,BBQ-TNP-UP,,2.61,B,2008-01-10,,,0
RL-BBQTNP-03,rail,ENG,BBQ-TNP-UP,,4.61,B,2007-08-02,2018-01-20,1312.9,0
RL-BBQTNP-04,rail,ENG,BBQ-TNP-UP,,2.74,B,2017-01-31,2026-01-26,604.9,1
SG-BBQTNP-02,signal,SNT,BBQ-TNP-UP,,2.76,B,2009-12-02,2021-01-30,,0
SL-BBQTNP-02,sleeper,ENG,BBQ-TNP-UP,,3.86,C,2023-03-30,,480.2,1
TC-BBQTNP-02,track_circuit,SNT,BBQ-TNP-UP,,3.23,C,2020-04-22,2025-04-12,298.0,0
OHE-CGLWJ-01,OHE_span,TRD,CGL-WJ-SINGLE,,62.34,C,2017-11-28,,,0
OHE-CGLWJ-02,OHE_span,TRD,CGL-WJ-SINGLE,,60.69,C,2011-07-02,,,0
OHE-CGLWJ-03,OHE_span,TRD,CGL-WJ-SINGLE,,78.90,C,2000-07-21,2023-12-10,,0
OHE-CGLWJ-04,OHE_span,TRD,CGL-WJ-SINGLE,,80.07,C,2009-10-20,,,0
OHE-CGLWJ-05,OHE_span,TRD,CGL-WJ-SINGLE,,61.14,C,2012-08-05,,,2
OHE-CGLWJ-06,OHE_span,TRD,CGL-WJ-SINGLE,,63.31,C,2011-11-25,,,1
OHE-CGLWJ-07,OHE_span,TRD,CGL-WJ-SINGLE,,79.19,C,2017-03-07,,,0
OHE-CGLWJ-08,OHE_span,TRD,CGL-WJ-SINGLE,,75.88,C,2023-11-22,,,0
OHE-CGLWJ-09,OHE_span,TRD,CGL-WJ-SINGLE,,74.35,C,2008-10-10,,,0
OHE-CGLWJ-10,OHE_span,TRD,CGL-WJ-SINGLE,,76.99,C,2000-03-17,2021-04-24,,1
OHE-CGLWJ-11,OHE_span,TRD,CGL-WJ-SINGLE,,72.32,C,2008-02-27,,,0
AC-CGLWJ-01,axle_counter,SNT,CGL-WJ-SINGLE,,78.06,C,2022-01-11,,48.2,0
AC-CGLWJ-02,axle_counter,SNT,CGL-WJ-SINGLE,,80.17,C,2012-08-13,2022-08-27,49.5,1
AC-CGLWJ-03,axle_counter,SNT,CGL-WJ-SINGLE,,75.07,C,2024-11-04,,3.3,0
AC-CGLWJ-04,axle_counter,SNT,CGL-WJ-SINGLE,,65.95,C,2021-07-03,,47.0,1
BL-CGLWJ-01,ballast,ENG,CGL-WJ-SINGLE,,80.87,C,2018-09-23,2025-07-15,22.5,0
BL-CGLWJ-02,ballast,ENG,CGL-WJ-SINGLE,,68.66,C,2024-01-09,,29.1,1
BL-CGLWJ-03,ballast,ENG,CGL-WJ-SINGLE,,65.26,C,2018-01-15,2026-06-10,28.2,1
BL-CGLWJ-04,ballast,ENG,CGL-WJ-SINGLE,,60.63,C,2016-08-31,2024-12-16,15.4,1
BL-CGLWJ-05,ballast,ENG,CGL-WJ-SINGLE,,73.44,C,2019-08-05,2026-02-16,38.6,0
BL-CGLWJ-06,ballast,ENG,CGL-WJ-SINGLE,,60.28,C,2016-10-20,2026-01-22,26.5,0
BL-CGLWJ-07,ballast,ENG,CGL-WJ-SINGLE,,67.82,C,2019-06-16,2026-05-14,12.3,1
BL-CGLWJ-08,ballast,ENG,CGL-WJ-SINGLE,,62.91,C,2016-09-10,2024-01-19,28.5,0
CW-CGLWJ-01,contact_wire,TRD,CGL-WJ-SINGLE,,64.02,C,2016-06-18,,,0
CW-CGLWJ-02,contact_wire,TRD,CGL-WJ-SINGLE,,61.63,C,2014-10-08,,,0
CW-CGLWJ-03,contact_wire,TRD,CGL-WJ-SINGLE,,61.62,B,2022-04-12,,,0
CW-CGLWJ-04,contact_wire,TRD,CGL-WJ-SINGLE,,76.89,C,2004-05-22,2025-04-20,,2
CW-CGLWJ-05,contact_wire,TRD,CGL-WJ-SINGLE,,79.05,B,2019-11-17,,,0
CW-CGLWJ-06,contact_wire,TRD,CGL-WJ-SINGLE,,65.70,C,2011-04-11,2025-10-08,,0
INS-CGLWJ-01,insulator,TRD,CGL-WJ-SINGLE,,72.16,C,2023-07-25,,,0
INS-CGLWJ-02,insulator,TRD,CGL-WJ-SINGLE,,80.70,C,2022-10-31,,,0
INS-CGLWJ-03,insulator,TRD,CGL-WJ-SINGLE,,63.01,C,2012-08-24,2025-12-10,,0
INS-CGLWJ-04,insulator,TRD,CGL-WJ-SINGLE,,72.44,C,2013-01-24,2023-12-30,,1
INS-CGLWJ-05,insulator,TRD,CGL-WJ-SINGLE,,62.77,C,2015-05-05,2025-04-14,,2
MST-CGLWJ-01,mast,TRD,CGL-WJ-SINGLE,,70.53,C,2019-03-03,,,1
MST-CGLWJ-02,mast,TRD,CGL-WJ-SINGLE,,62.48,C,2024-07-05,,,0
MST-CGLWJ-03,mast,TRD,CGL-WJ-SINGLE,,67.74,C,2004-08-09,,,1
MST-CGLWJ-04,mast,TRD,CGL-WJ-SINGLE,,62.91,C,2008-08-25,,,0
MST-CGLWJ-05,mast,TRD,CGL-WJ-SINGLE,,74.49,C,1991-07-05,2022-05-10,,3
MST-CGLWJ-06,mast,TRD,CGL-WJ-SINGLE,,66.65,C,2021-02-20,,,0
MST-CGLWJ-07,mast,TRD,CGL-WJ-SINGLE,,79.58,C,2003-02-20,,,0
MST-CGLWJ-08,mast,TRD,CGL-WJ-SINGLE,,67.62,C,1998-08-04,2023-10-30,,1
MST-CGLWJ-09,mast,TRD,CGL-WJ-SINGLE,,81.05,C,2010-04-17,,,1
RL-CGLWJ-01,rail,ENG,CGL-WJ-SINGLE,,73.16,C,2009-09-18,2025-08-25,74.0,0
RL-CGLWJ-02,rail,ENG,CGL-WJ-SINGLE,,68.37,B,2004-01-15,2019-08-12,94.4,2
RL-CGLWJ-03,rail,ENG,CGL-WJ-SINGLE,,73.54,C,2017-01-08,,54.5,1
RL-CGLWJ-04,rail,ENG,CGL-WJ-SINGLE,,68.63,C,2010-07-27,2025-04-16,25.0,0
RL-CGLWJ-05,rail,ENG,CGL-WJ-SINGLE,,72.24,C,2021-06-05,,68.4,0
RL-CGLWJ-06,rail,ENG,CGL-WJ-SINGLE,,63.54,C,2020-11-30,,82.1,0
RL-CGLWJ-07,rail,ENG,CGL-WJ-SINGLE,,66.14,C,2021-10-01,,18.3,0
RL-CGLWJ-08,rail,ENG,CGL-WJ-SINGLE,,79.75,C,2017-12-31,,98.8,0
RL-CGLWJ-09,rail,ENG,CGL-WJ-SINGLE,,72.57,B,2023-11-29,,35.0,0
RL-CGLWJ-10,rail,ENG,CGL-WJ-SINGLE,,68.70,C,2024-06-23,,68.9,1
RL-CGLWJ-11,rail,ENG,CGL-WJ-SINGLE,,77.79,B,2014-08-20,,22.4,0
RL-CGLWJ-12,rail,ENG,CGL-WJ-SINGLE,,69.17,C,2006-03-03,2026-04-27,24.2,0
RL-CGLWJ-13,rail,ENG,CGL-WJ-SINGLE,,64.63,C,2007-06-14,2021-08-27,73.7,1
RL-CGLWJ-14,rail,ENG,CGL-WJ-SINGLE,,80.94,C,2009-04-02,2024-12-07,93.4,0
SG-CGLWJ-01,signal,SNT,CGL-WJ-SINGLE,,73.28,B,2008-05-15,2025-08-20,,0
SG-CGLWJ-02,signal,SNT,CGL-WJ-SINGLE,,65.20,C,2008-02-07,2023-06-05,,1
SG-CGLWJ-03,signal,SNT,CGL-WJ-SINGLE,,79.60,C,2021-04-19,,,0
SG-CGLWJ-04,signal,SNT,CGL-WJ-SINGLE,,69.20,B,2021-04-17,,,0
SG-CGLWJ-05,signal,SNT,CGL-WJ-SINGLE,,67.71,B,2010-07-10,2021-08-19,,0
SG-CGLWJ-06,signal,SNT,CGL-WJ-SINGLE,,72.73,C,2018-10-14,,,0
SG-CGLWJ-07,signal,SNT,CGL-WJ-SINGLE,,78.46,C,2025-06-15,,,2
SG-CGLWJ-08,signal,SNT,CGL-WJ-SINGLE,,67.57,C,2021-11-27,,,0
SL-CGLWJ-01,sleeper,ENG,CGL-WJ-SINGLE,,64.43,C,1996-06-06,2018-02-18,57.2,0
SL-CGLWJ-02,sleeper,ENG,CGL-WJ-SINGLE,,72.28,C,2003-04-15,2026-02-21,107.8,0
SL-CGLWJ-03,sleeper,ENG,CGL-WJ-SINGLE,,73.16,C,2012-02-06,,127.4,3
SL-CGLWJ-04,sleeper,ENG,CGL-WJ-SINGLE,,63.24,C,1993-01-29,2021-09-19,168.2,1
SL-CGLWJ-05,sleeper,ENG,CGL-WJ-SINGLE,,64.71,C,2002-03-16,2024-07-13,149.6,1
SL-CGLWJ-06,sleeper,ENG,CGL-WJ-SINGLE,,66.93,C,2013-07-25,,56.2,1
SL-CGLWJ-07,sleeper,ENG,CGL-WJ-SINGLE,,76.14,C,1998-03-01,2021-09-25,94.4,0
SL-CGLWJ-08,sleeper,ENG,CGL-WJ-SINGLE,,70.81,C,2021-09-22,,100.6,0
TC-CGLWJ-01,track_circuit,SNT,CGL-WJ-SINGLE,,69.46,C,2015-08-26,2024-09-26,7.9,0
TC-CGLWJ-02,track_circuit,SNT,CGL-WJ-SINGLE,,63.83,C,2020-10-11,,5.9,1
TC-CGLWJ-03,track_circuit,SNT,CGL-WJ-SINGLE,,76.95,C,2022-09-24,,29.5,0
TC-CGLWJ-04,track_circuit,SNT,CGL-WJ-SINGLE,,75.31,C,2022-04-22,,3.5,0
TC-CGLWJ-05,track_circuit,SNT,CGL-WJ-SINGLE,,70.98,C,2024-11-28,,8.2,0
TC-CGLWJ-06,track_circuit,SNT,CGL-WJ-SINGLE,,67.86,C,2020-02-20,,11.3,0
TC-CGLWJ-07,track_circuit,SNT,CGL-WJ-SINGLE,,70.09,C,2015-11-26,2023-11-21,49.4,0
TC-CGLWJ-08,track_circuit,SNT,CGL-WJ-SINGLE,,69.96,C,2019-02-14,,63.5,0
TC-CGLWJ-09,track_circuit,SNT,CGL-WJ-SINGLE,,72.75,C,2014-10-02,2023-05-16,11.9,0
AC-CJTMLP-01,axle_counter,SNT,CJ-TMLP-SINGLE,,103.85,C,2023-08-16,,4.8,0
AC-CJTMLP-02,axle_counter,SNT,CJ-TMLP-SINGLE,,107.05,C,2025-12-11,,41.3,0
BL-CJTMLP-01,ballast,ENG,CJ-TMLP-SINGLE,,100.62,C,2024-09-10,,15.8,2
BL-CJTMLP-02,ballast,ENG,CJ-TMLP-SINGLE,,104.09,C,2015-11-09,2024-12-16,10.5,0
BL-CJTMLP-03,ballast,ENG,CJ-TMLP-SINGLE,,105.99,C,2023-11-07,,31.6,0
BL-CJTMLP-04,ballast,ENG,CJ-TMLP-SINGLE,,101.41,C,2020-09-27,,35.2,0
RL-CJTMLP-01,rail,ENG,CJ-TMLP-SINGLE,,96.49,B,2007-09-13,2021-05-02,25.8,0
RL-CJTMLP-02,rail,ENG,CJ-TMLP-SINGLE,,106.11,C,2018-09-02,,28.9,0
RL-CJTMLP-03,rail,ENG,CJ-TMLP-SINGLE,,96.09,C,2013-05-21,,72.3,0
RL-CJTMLP-04,rail,ENG,CJ-TMLP-SINGLE,,106.56,B,2006-02-03,2020-11-24,79.3,0
RL-CJTMLP-05,rail,ENG,CJ-TMLP-SINGLE,,106.45,C,2017-01-30,,70.6,0
RL-CJTMLP-06,rail,ENG,CJ-TMLP-SINGLE,,101.57,C,2010-08-18,2026-04-03,47.8,3
RL-CJTMLP-07,rail,ENG,CJ-TMLP-SINGLE,,101.03,C,2022-02-05,,5.9,1
RL-CJTMLP-08,rail,ENG,CJ-TMLP-SINGLE,,99.17,C,2021-02-07,,78.2,0
SG-CJTMLP-01,signal,SNT,CJ-TMLP-SINGLE,,102.60,B,2016-08-16,,,0
SG-CJTMLP-02,signal,SNT,CJ-TMLP-SINGLE,,96.32,C,2025-02-23,,,1
SG-CJTMLP-03,signal,SNT,CJ-TMLP-SINGLE,,105.00,C,2015-06-02,2026-04-13,,0
SG-CJTMLP-04,signal,SNT,CJ-TMLP-SINGLE,,99.26,C,2025-09-02,,,0
SL-CJTMLP-01,sleeper,ENG,CJ-TMLP-SINGLE,,101.36,C,2004-05-29,2026-06-15,80.0,2
SL-CJTMLP-02,sleeper,ENG,CJ-TMLP-SINGLE,,97.63,C,2021-08-21,,59.1,1
SL-CJTMLP-03,sleeper,ENG,CJ-TMLP-SINGLE,,98.37,C,1992-12-04,2015-05-29,133.3,0
SL-CJTMLP-04,sleeper,ENG,CJ-TMLP-SINGLE,,100.83,C,2008-01-12,,95.3,0
TC-CJTMLP-01,track_circuit,SNT,CJ-TMLP-SINGLE,,107.06,C,2021-10-10,,30.7,0
TC-CJTMLP-02,track_circuit,SNT,CJ-TMLP-SINGLE,,104.85,C,2012-09-13,2024-01-09,8.0,1
TC-CJTMLP-03,track_circuit,SNT,CJ-TMLP-SINGLE,,105.92,C,2019-06-08,,46.8,0
TC-CJTMLP-04,track_circuit,SNT,CJ-TMLP-SINGLE,,102.62,C,2016-09-11,2025-11-23,46.1,0
TC-CJTMLP-05,track_circuit,SNT,CJ-TMLP-SINGLE,,96.70,C,2017-04-21,2025-06-08,39.7,0
OHE-ENRMJR-01,OHE_span,TRD,ENR-MJR-DN,,18.57,C,2006-06-25,2025-09-03,,3
OHE-ENRMJR-02,OHE_span,TRD,ENR-MJR-DN,,24.21,C,2021-12-10,,,0
OHE-ENRMJR-03,OHE_span,TRD,ENR-MJR-DN,,19.10,C,2003-07-26,2024-03-17,,0
OHE-ENRMJR-04,OHE_span,TRD,ENR-MJR-DN,,17.62,C,1996-03-09,2016-11-12,,1
OHE-ENRMJR-05,OHE_span,TRD,ENR-MJR-DN,,23.23,C,2023-03-05,,,0
AC-ENRMJR-01,axle_counter,SNT,ENR-MJR-DN,,21.16,C,2025-10-20,,184.1,1
AC-ENRMJR-02,axle_counter,SNT,ENR-MJR-DN,,18.09,C,2020-04-12,2026-02-02,487.6,0
BL-ENRMJR-01,ballast,ENG,ENR-MJR-DN,,18.79,C,2015-12-05,2025-03-29,101.1,2
BL-ENRMJR-02,ballast,ENG,ENR-MJR-DN,,19.44,C,2019-10-19,2026-04-02,478.5,1
BL-ENRMJR-03,ballast,ENG,ENR-MJR-DN,,24.02,C,2020-08-14,2025-02-04,529.6,1
BL-ENRMJR-04,ballast,ENG,ENR-MJR-DN,,16.65,B,2020-09-17,2024-12-13,238.4,2
CW-ENRMJR-01,contact_wire,TRD,ENR-MJR-DN,,23.47,C,2004-12-04,2025-05-25,,1
CW-ENRMJR-02,contact_wire,TRD,ENR-MJR-DN,,23.00,B,2005-06-11,2022-08-31,,0
CW-ENRMJR-03,contact_wire,TRD,ENR-MJR-DN,,24.84,C,2019-08-15,,,0
INS-ENRMJR-01,insulator,TRD,ENR-MJR-DN,,18.72,C,2025-05-11,,,1
INS-ENRMJR-02,insulator,TRD,ENR-MJR-DN,,21.52,C,2012-09-17,2024-05-27,,1
MST-ENRMJR-01,mast,TRD,ENR-MJR-DN,,21.07,C,2005-09-23,,,0
MST-ENRMJR-02,mast,TRD,ENR-MJR-DN,,21.78,C,1986-11-12,2016-09-20,,2
MST-ENRMJR-03,mast,TRD,ENR-MJR-DN,,22.94,C,1999-03-22,2025-12-09,,0
MST-ENRMJR-04,mast,TRD,ENR-MJR-DN,,24.80,C,2004-12-23,,,2
RL-ENRMJR-01,rail,ENG,ENR-MJR-DN,,18.77,C,2026-01-05,,732.0,0
RL-ENRMJR-02,rail,ENG,ENR-MJR-DN,,21.02,C,2012-07-24,2026-02-06,84.9,0
RL-ENRMJR-03,rail,ENG,ENR-MJR-DN,,23.92,C,2008-02-28,2025-01-15,36.3,0
RL-ENRMJR-04,rail,ENG,ENR-MJR-DN,,21.46,C,2013-02-08,,73.6,0
RL-ENRMJR-05,rail,ENG,ENR-MJR-DN,,23.23,C,2015-07-21,,125.0,0
RL-ENRMJR-06,rail,ENG,ENR-MJR-DN,,21.47,C,2003-06-23,2025-10-12,981.6,1
SG-ENRMJR-01,signal,SNT,ENR-MJR-DN,,25.65,C,2011-12-13,2023-10-05,,0
SG-ENRMJR-02,signal,SNT,ENR-MJR-DN,,22.14,B,2019-11-27,,,1
SG-ENRMJR-03,signal,SNT,ENR-MJR-DN,,21.31,B,2014-05-28,2025-12-26,,0
SG-ENRMJR-04,signal,SNT,ENR-MJR-DN,,23.18,B,2021-05-16,,,0
SL-ENRMJR-01,sleeper,ENG,ENR-MJR-DN,,24.01,C,2019-07-21,,843.4,1
SL-ENRMJR-02,sleeper,ENG,ENR-MJR-DN,,22.41,C,2001-07-22,2022-01-12,259.3,1
SL-ENRMJR-03,sleeper,ENG,ENR-MJR-DN,,17.42,B,2020-02-03,,1073.5,0
SL-ENRMJR-04,sleeper,ENG,ENR-MJR-DN,,21.23,B,2019-01-01,,314.2,0
TC-ENRMJR-01,track_circuit,SNT,ENR-MJR-DN,,24.01,C,2023-12-06,,611.0,1
TC-ENRMJR-02,track_circuit,SNT,ENR-MJR-DN,,19.02,C,2022-06-12,,364.7,2
TC-ENRMJR-03,track_circuit,SNT,ENR-MJR-DN,,18.73,C,2017-11-18,2026-05-31,157.6,0
TC-ENRMJR-04,track_circuit,SNT,ENR-MJR-DN,,23.92,C,2016-08-23,2024-09-09,158.5,0
OHE-ENRMJR-06,OHE_span,TRD,ENR-MJR-UP,,21.26,C,2024-03-13,,,0
OHE-ENRMJR-07,OHE_span,TRD,ENR-MJR-UP,,18.84,B,2016-04-03,,,1
OHE-ENRMJR-08,OHE_span,TRD,ENR-MJR-UP,,19.69,C,2006-09-17,2026-03-31,,1
OHE-ENRMJR-09,OHE_span,TRD,ENR-MJR-UP,,19.58,C,2012-02-03,,,1
OHE-ENRMJR-10,OHE_span,TRD,ENR-MJR-UP,,18.03,C,2018-01-23,,,0
AC-ENRMJR-03,axle_counter,SNT,ENR-MJR-UP,,19.27,C,2026-01-23,,109.4,0
AC-ENRMJR-04,axle_counter,SNT,ENR-MJR-UP,,18.63,C,2023-06-24,,619.4,0
BL-ENRMJR-05,ballast,ENG,ENR-MJR-UP,,18.30,B,2024-07-01,,491.7,0
BL-ENRMJR-06,ballast,ENG,ENR-MJR-UP,,23.13,B,2021-07-05,2026-05-15,548.7,2
BL-ENRMJR-07,ballast,ENG,ENR-MJR-UP,,21.80,C,2015-10-17,2025-12-07,490.2,2
BL-ENRMJR-08,ballast,ENG,ENR-MJR-UP,,23.46,C,2021-02-11,2025-10-21,402.2,0
CW-ENRMJR-04,contact_wire,TRD,ENR-MJR-UP,,20.92,B,2014-09-26,,,0
CW-ENRMJR-05,contact_wire,TRD,ENR-MJR-UP,,23.47,B,2018-05-03,,,0
CW-ENRMJR-06,contact_wire,TRD,ENR-MJR-UP,,22.17,C,2009-12-21,2026-03-18,,0
INS-ENRMJR-03,insulator,TRD,ENR-MJR-UP,,23.31,C,2020-10-15,,,0
INS-ENRMJR-04,insulator,TRD,ENR-MJR-UP,,24.95,C,2015-01-24,2025-05-04,,0
MST-ENRMJR-05,mast,TRD,ENR-MJR-UP,,16.74,B,2007-11-28,,,1
MST-ENRMJR-06,mast,TRD,ENR-MJR-UP,,19.20,B,1986-10-14,2014-09-19,,0
MST-ENRMJR-07,mast,TRD,ENR-MJR-UP,,18.50,C,2004-03-29,,,0
MST-ENRMJR-08,mast,TRD,ENR-MJR-UP,,18.32,C,1984-03-02,2010-11-06,,1
RL-ENRMJR-07,rail,ENG,ENR-MJR-UP,,23.83,C,2025-11-30,,174.6,0
RL-ENRMJR-08,rail,ENG,ENR-MJR-UP,,23.41,C,2024-05-21,,1050.4,1
RL-ENRMJR-09,rail,ENG,ENR-MJR-UP,,17.48,B,2019-04-11,,870.6,1
RL-ENRMJR-10,rail,ENG,ENR-MJR-UP,,22.21,C,2007-09-23,2023-05-17,93.0,1
RL-ENRMJR-11,rail,ENG,ENR-MJR-UP,,21.70,C,2007-09-02,2022-02-16,597.4,0
RL-ENRMJR-12,rail,ENG,ENR-MJR-UP,,18.13,C,2003-11-23,2026-06-22,181.9,1
SG-ENRMJR-05,signal,SNT,ENR-MJR-UP,,17.56,B,2020-12-10,,,1
SG-ENRMJR-06,signal,SNT,ENR-MJR-UP,,16.43,B,2015-10-18,,,0
SG-ENRMJR-07,signal,SNT,ENR-MJR-UP,,17.51,C,2015-08-20,2026-05-13,,1
SG-ENRMJR-08,signal,SNT,ENR-MJR-UP,,23.76,B,2009-11-22,2024-01-28,,3
SL-ENRMJR-05,sleeper,ENG,ENR-MJR-UP,,23.86,C,1991-06-17,2025-03-27,1244.6,1
SL-ENRMJR-06,sleeper,ENG,ENR-MJR-UP,,21.84,C,2001-07-12,2025-05-20,68.3,0
SL-ENRMJR-07,sleeper,ENG,ENR-MJR-UP,,17.68,C,2018-03-19,,1416.6,2
SL-ENRMJR-08,sleeper,ENG,ENR-MJR-UP,,20.39,C,2004-06-17,2019-07-16,1550.3,1
TC-ENRMJR-05,track_circuit,SNT,ENR-MJR-UP,,17.88,B,2012-08-08,2023-12-17,687.0,0
TC-ENRMJR-06,track_circuit,SNT,ENR-MJR-UP,,16.72,C,2022-10-23,,26.5,0
TC-ENRMJR-07,track_circuit,SNT,ENR-MJR-UP,,17.21,C,2021-06-09,,271.3,0
TC-ENRMJR-08,track_circuit,SNT,ENR-MJR-UP,,23.25,C,2018-04-26,2026-02-01,317.2,1
OHE-GISTM-01,OHE_span,TRD,GI-STM-DN,,15.62,C,1997-03-13,2026-01-28,,0
AC-GISTM-01,axle_counter,SNT,GI-STM-DN,,15.96,C,2015-11-06,2020-12-05,296.8,1
BL-GISTM-01,ballast,ENG,GI-STM-DN,,16.55,C,2018-12-13,2025-09-13,112.0,0
CW-GISTM-01,contact_wire,TRD,GI-STM-DN,,16.42,B,2013-01-07,,,0
INS-GISTM-01,insulator,TRD,GI-STM-DN,,16.22,C,2015-08-20,2024-04-01,,0
MST-GISTM-01,mast,TRD,GI-STM-DN,,16.60,C,2005-07-25,,,0
RL-GISTM-01,rail,ENG,GI-STM-DN,,16.47,B,2006-06-15,2015-12-07,245.4,0
SG-GISTM-01,signal,SNT,GI-STM-DN,,15.90,B,2010-03-07,2023-05-04,,0
SL-GISTM-01,sleeper,ENG,GI-STM-DN,,17.04,B,1997-03-27,2022-02-19,166.5,1
TC-GISTM-01,track_circuit,SNT,GI-STM-DN,,16.53,C,2018-04-12,2026-03-31,184.2,0
OHE-GISTM-02,OHE_span,TRD,GI-STM-DN_SUB,,16.25,A,2007-07-31,,,1
AC-GISTM-02,axle_counter,SNT,GI-STM-DN_SUB,,16.24,B,2014-10-07,2022-12-04,125.5,0
BL-GISTM-02,ballast,ENG,GI-STM-DN_SUB,,16.03,A,2021-10-09,,102.0,0
CW-GISTM-02,contact_wire,TRD,GI-STM-DN_SUB,,15.61,A,2014-03-02,,,0
INS-GISTM-02,insulator,TRD,GI-STM-DN_SUB,,16.41,A,2013-07-15,2024-03-06,,1
MST-GISTM-02,mast,TRD,GI-STM-DN_SUB,,16.43,A,1992-10-03,2026-06-21,,2
RL-GISTM-02,rail,ENG,GI-STM-DN_SUB,,16.79,A,2008-03-06,2022-07-14,405.0,2
SG-GISTM-02,signal,SNT,GI-STM-DN_SUB,,15.42,A,2010-10-18,2024-01-26,,0
SL-GISTM-02,sleeper,ENG,GI-STM-DN_SUB,,16.56,A,2003-10-30,2019-11-26,473.6,2
TC-GISTM-02,track_circuit,SNT,GI-STM-DN_SUB,,16.99,B,2012-08-28,2023-12-31,116.6,0
OHE-GISTM-03,OHE_span,TRD,GI-STM-UP,,15.33,C,2013-12-26,,,1
AC-GISTM-03,axle_counter,SNT,GI-STM-UP,,15.68,C,2019-11-01,2024-10-29,229.4,1
BL-GISTM-03,ballast,ENG,GI-STM-UP,,15.25,C,2020-10-21,,176.1,1
CW-GISTM-03,contact_wire,TRD,GI-STM-UP,,15.27,B,2024-08-30,,,0
INS-GISTM-03,insulator,TRD,GI-STM-UP,,15.53,C,2023-03-28,,,0
MST-GISTM-03,mast,TRD,GI-STM-UP,,15.28,C,2014-05-08,,,0
RL-GISTM-03,rail,ENG,GI-STM-UP,,17.06,B,2013-04-15,,190.7,1
SG-GISTM-03,signal,SNT,GI-STM-UP,,15.67,C,2009-11-16,2021-07-29,,0
SL-GISTM-03,sleeper,ENG,GI-STM-UP,,15.83,C,2010-02-19,,86.1,0
TC-GISTM-03,track_circuit,SNT,GI-STM-UP,,16.57,B,2014-02-15,2025-06-28,234.6,1
OHE-GISTM-04,OHE_span,TRD,GI-STM-UP_SUB,,15.35,A,1996-06-20,2021-09-24,,0
AC-GISTM-04,axle_counter,SNT,GI-STM-UP_SUB,,16.70,A,2020-08-31,2026-03-17,397.5,1
BL-GISTM-04,ballast,ENG,GI-STM-UP_SUB,,16.54,A,2015-09-28,2021-02-02,320.8,3
CW-GISTM-04,contact_wire,TRD,GI-STM-UP_SUB,,16.85,A,2013-06-04,,,1
INS-GISTM-04,insulator,TRD,GI-STM-UP_SUB,,15.10,A,2015-01-29,2024-10-26,,0
MST-GISTM-04,mast,TRD,GI-STM-UP_SUB,,16.71,A,1989-04-28,2022-02-28,,0
RL-GISTM-04,rail,ENG,GI-STM-UP_SUB,,16.07,A,2017-01-29,2025-12-12,357.5,2
SG-GISTM-04,signal,SNT,GI-STM-UP_SUB,,16.82,A,2022-08-30,,,2
SL-GISTM-04,sleeper,ENG,GI-STM-UP_SUB,,15.17,A,2013-04-13,,722.5,3
TC-GISTM-04,track_circuit,SNT,GI-STM-UP_SUB,,15.48,A,2016-10-19,2026-01-29,390.8,2
